S.N.,DISTRICT,LOCATION,LATITUDE,LONGITUDE,PH,EC,TDS,TH,CO3,HCO3,CL,S04,NO3,F,ALK,CA,MG,NA,K,SIO2,SAR
144.0,Dahod,Garbara,22.68487,74.31505,7.87,8684,5818,1501.0,0.0,439.0,1985.0,774.0,372.0,6.5,360.0,124.0,289.0,1338.0,31.0,20.0,15.02
145.0,Dahod,Ambakatch,22.6406,74.23334,8.13,1360,911,410.0,0.0,598.0,128.0,32.0,18.0,1.48,490.0,40.0,75.0,128.0,6.6,31.0,2.75
146.0,Dahod,Dhanpur,22.63602,74.09878,8.09,538,360,210.0,0.0,207.0,50.0,21.0,21.0,1.5,170.0,44.0,24.0,34.0,1.7,27.0,1.02
147.0,Dahod,Kanjetha,22.57994,74.10945,7.99,611,409,190.0,0.0,281.0,43.0,28.0,14.0,0.67,230.0,36.0,24.0,67.0,2.8,57.0,2.11
148.0,Dahod,Tokarba,22.59677,74.02846,7.98,640,429,240.0,0.0,146.0,78.0,41.0,64.0,1.1,120.0,52.0,27.0,45.0,0.89,39.0,1.26
149.0,Dahod,Khandania,22.60436,73.89661,8.15,448,300,130.0,0.0,195.0,28.0,21.0,17.0,3.1,160.0,28.0,15.0,53.0,1.1,65.0,2.02
150.0,Dahod,Badpa,22.68894,73.85801,8.45,970,650,100.0,36.0,195.0,135.0,65.0,10.0,3.4,220.0,16.0,15.0,176.0,1.7,30.0,7.65
151.0,Dang,Kalibel,20.92083,73.58056,7.97,1120,750,470.0,0.0,403.0,163.0,38.0,4.63,0.17,330.0,100.0,54.0,62.0,13.0,44.0,1.24
193.0,Devbhumi Dwarka,Hanzdapur,22.18324,69.7227,8.19,2416,1619,580.0,0.0,207.0,567.0,123.0,107.0,0.4,170.0,128.0,63.0,290.0,1.95,190.0,5.24
194.0,Gandhinagar,Paliya,23.17917,72.84167,7.98,2730,1829,750.0,0.0,830.0,440.0,152.0,47.0,1.3,680.0,52.0,151.0,310.0,19.0,40.0,4.92
195.0,Gir Somnath,Bhim Deval,20.96458,70.60682,8.21,852,571,250.0,0.0,256.0,114.0,55.0,29.11,0.64,210.0,48.0,32.0,88.0,2.03,40.0,2.42
196.0,Gir Somnath,Dhokadva,20.95855,71.06818,8.35,730,489,290.0,60.0,232.0,57.0,24.0,7.08,0.26,290.0,44.0,44.0,50.0,2.14,54.0,1.28
197.0,Gir Somnath,Girgadhada,20.92523,70.91676,8.08,680,456,270.0,0.0,244.0,64.0,32.0,50.0,0.25,200.0,52.0,34.0,48.0,1.13,47.0,1.27
198.0,Gir Somnath,Govindpura2,20.95507,70.40212,8.04,630,422,240.0,0.0,207.0,71.0,21.0,30.41,0.66,170.0,48.0,29.0,40.0,2.07,30.0,1.12
199.0,Gir Somnath,Jambur[madhapar,21.03101,70.60555,8.22,645,432,240.0,0.0,268.0,71.0,25.0,7.36,0.27,220.0,40.0,34.0,53.0,0.99,45.0,1.49
200.0,Gir Somnath,Jamvala1,20.98155,70.76364,8.24,410,275,150.0,0.0,183.0,36.0,18.0,6.0,0.37,150.0,36.0,15.0,35.0,0.44,47.0,1.24
201.0,Gir Somnath,Jargla Jargali,20.90865,70.94205,8.11,465,312,190.0,0.0,207.0,36.0,17.0,4.32,0.35,170.0,44.0,19.0,28.0,0.38,53.0,0.88
202.0,Gir Somnath,Kansari,20.84946,71.05532,8.0,1255,841,290.0,0.0,293.0,156.0,90.0,117.0,0.64,240.0,44.0,44.0,173.0,3.54,52.0,4.4
203.0,Gir Somnath,Kesariyaji_1,20.80379,70.94031,8.1,975,653,280.0,0.0,171.0,192.0,56.0,55.0,0.79,140.0,56.0,34.0,97.0,3.75,26.0,2.53
204.0,Gir Somnath,Kodinar1,20.81364,70.69736,8.02,2365,1585,620.0,0.0,256.0,589.0,114.0,44.3,0.84,210.0,68.0,109.0,250.0,1.2,55.0,4.37
205.0,Gir Somnath,Moraj,20.98591,70.43724,8.2,950,637,220.0,0.0,122.0,213.0,46.0,25.41,0.86,100.0,56.0,19.0,110.0,0.57,19.0,3.22
206.0,Gir Somnath,Prasil,20.89942,70.63903,7.99,910,610,230.0,0.0,281.0,114.0,51.0,35.18,1.76,230.0,44.0,29.0,102.0,12.0,25.0,2.91
207.0,Gir Somnath,Sametar,20.85164,71.12067,7.75,1010,677,360.0,0.0,427.0,99.0,32.0,40.0,0.47,350.0,60.0,51.0,78.0,13.0,50.0,1.79
208.0,Gir Somnath,Talala1,21.04905,70.52615,8.15,680,456,230.0,0.0,293.0,71.0,23.0,10.33,0.22,240.0,44.0,29.0,65.0,1.05,48.0,1.86
209.0,Gir Somnath,Una2,20.82239,71.04157,8.36,1805,1209,330.0,108.0,305.0,277.0,115.0,61.9,2.3,430.0,36.0,58.0,300.0,3.69,42.0,7.18
210.0,Jamnagar,Balwa,21.90417,69.95833,7.86,1213,813,390.0,0.0,159.0,262.0,60.0,21.0,0.23,130.0,112.0,27.0,97.0,1.3,31.0,2.14
211.0,Jamnagar,Bed1,22.4375,69.9,7.7,1154,773,300.0,0.0,183.0,128.0,180.0,89.0,0.17,150.0,64.0,34.0,120.0,3.6,77.0,3.01
212.0,Jamnagar,Bedanpur,22.68333,70.31667,8.28,516,346,170.0,0.0,159.0,78.0,31.0,5.5,0.13,130.0,32.0,22.0,50.0,6.1,4.0,1.67
213.0,Jamnagar,Dhrol2,22.56667,70.41667,7.9,1755,1176,320.0,0.0,366.0,248.0,243.0,75.0,0.48,300.0,120.0,5.0,300.0,0.5,50.0,7.29
214.0,Jamnagar,Dudhai2,22.79167,70.50417,8.1,662,444,150.0,0.0,305.0,64.0,22.0,2.7,0.33,250.0,40.0,12.0,97.0,1.7,22.0,3.44
215.0,Jamnagar,Gordhanpur,22.45,70.00139,7.6,2447,1639,605.0,0.0,171.0,645.0,93.0,1.7,0.64,140.0,132.0,67.0,255.0,4.3,41.0,4.51
216.0,Jamnagar,Haripur2,22.27083,70.33333,8.25,1895,1270,701.0,0.0,488.0,333.0,120.0,44.1,0.64,400.0,160.0,73.0,156.0,8.0,55.0,2.56
217.0,Jamnagar,Jambuda,22.525,70.20417,7.75,1891,1267,641.0,0.0,183.0,454.0,109.0,51.0,0.36,150.0,92.0,100.0,156.0,1.2,60.0,2.68
218.0,Jamnagar,Jamnagar2,22.45833,70.07917,8.29,755,506,260.0,0.0,329.0,71.0,31.0,1.1,0.28,270.0,48.0,34.0,72.0,1.5,37.0,1.94
219.0,Jamnagar,Kalawad,22.21667,70.38333,8.0,922,618,280.0,0.0,183.0,156.0,104.0,1.5,0.24,150.0,52.0,36.0,99.0,3.3,21.0,2.57
220.0,Jamnagar,Motagop,22.0375,69.875,7.9,916,614,310.0,0.0,232.0,135.0,45.0,24.0,0.45,190.0,72.0,32.0,71.0,0.5,38.0,1.75
221.0,Jamnagar,Moti matli,22.31667,70.26389,8.0,2245,1504,490.0,0.0,342.0,454.0,106.0,103.0,0.48,280.0,88.0,66.0,305.0,5.0,69.0,5.99
222.0,Jamnagar,Nikava,22.19167,70.53333,8.15,1529,1024,530.0,0.0,439.0,170.0,98.0,163.0,0.41,360.0,104.0,66.0,140.0,12.0,57.0,2.64
223.0,Jamnagar,Seth vadala,22.03333,70.125,8.12,1352,906,450.0,0.0,195.0,213.0,94.0,139.0,0.23,160.0,80.0,61.0,113.0,1.0,48.0,2.32
224.0,Jamnagar,Vijarkha,22.41667,70.18333,8.23,829,555,320.0,0.0,232.0,170.0,21.0,0.81,0.36,190.0,40.0,54.0,64.0,0.36,38.0,1.56
225.0,Jamnagar,Falla,22.5336,70.3141,8.28,820,549,80.0,0.0,281.0,128.0,34.0,7.8,0.78,230.0,12.0,12.0,171.0,0.96,49.0,8.31
226.0,Jamnagar,Haryana,,,7.96,12970,8690,3623.0,0.0,183.0,4240.0,531.0,349.0,0.54,150.0,232.0,739.0,1359.0,4.72,52.0,9.82
227.0,Jamnagar,Kesya,22.6972,70.397,7.79,4683,3138,1681.0,0.0,171.0,1461.0,266.0,76.7,0.31,140.0,152.0,316.0,421.0,1.58,59.0,4.47
228.0,Jamnagar,Samana,22.11,70.1698,7.81,1654,1108,600.0,0.0,98.0,362.0,204.0,68.0,0.38,80.0,164.0,46.0,133.0,1.2,52.0,2.36
229.0,Junagadh,Alwani,21.23056,70.6375,8.15,745,499,290.0,0.0,378.0,50.0,16.0,0.59,0.15,310.0,16.0,61.0,55.0,0.44,72.0,1.4
230.0,Junagadh,Arena,21.08056,70.17639,7.6,6811,4563,2392.0,0.0,98.0,2432.0,220.0,42.0,0.22,80.0,329.0,382.0,565.0,3.54,13.0,5.02
231.0,Junagadh,Bamanwara,21.22083,70.05556,7.9,2952,1978,1201.0,0.0,98.0,1028.0,41.0,38.0,0.13,80.0,325.0,95.0,190.0,8.68,7.0,2.38
233.0,Junagadh,Bilkha,21.43546,70.5996,8.26,1355,908,520.0,0.0,329.0,206.0,95.0,111.0,0.56,270.0,52.0,95.0,105.0,0.5,42.0,2.0
234.0,Junagadh,Budhecha,21.09583,70.21667,8.27,770,516,300.0,0.0,232.0,99.0,41.0,49.0,0.77,190.0,40.0,49.0,58.0,1.31,13.0,1.46
235.0,Junagadh,Chorwad,21.04167,70.21667,7.75,7660,5132,3163.0,0.0,98.0,2779.0,209.0,27.0,0.29,80.0,1014.0,153.0,602.0,2.2,11.0,4.66
236.0,Junagadh,Galodar,21.14722,70.275,8.44,1109,743,250.0,18.0,183.0,241.0,68.0,26.0,0.29,180.0,48.0,32.0,166.0,1.61,44.0,4.56
237.0,Junagadh,Goraj1,21.18333,70.15417,8.49,597,400,230.0,12.0,195.0,85.0,29.0,0.68,0.28,180.0,40.0,32.0,42.0,4.27,26.0,1.2
238.0,Junagadh,Junagadh1,21.51667,70.45833,8.29,845,566,280.0,0.0,171.0,156.0,59.0,45.0,0.22,140.0,52.0,36.0,85.0,2.86,39.0,2.21
239.0,Junagadh,Juthal,21.16667,70.26667,8.19,2554,1711,410.0,0.0,98.0,815.0,155.0,14.0,0.41,80.0,112.0,32.0,430.0,24.0,39.0,9.23
240.0,Junagadh,Kalej,21.24861,70.05833,7.86,4796,3213,2052.0,0.0,122.0,1702.0,71.0,108.0,0.44,100.0,184.0,387.0,276.0,4.07,21.0,2.65
241.0,Junagadh,Kanek,21.03056,70.24167,7.98,3545,2375,1261.0,0.0,146.0,1241.0,82.0,16.0,0.16,120.0,421.0,51.0,310.0,2.45,10.0,3.8
242.0,Junagadh,Kewarda,21.26667,70.20833,8.52,1145,767,470.0,0.0,256.0,227.0,55.0,31.0,0.2,210.0,112.0,46.0,71.0,1.87,43.0,1.42
243.0,Junagadh,Khambalia1,21.04444,70.19167,8.21,5544,3714,1041.0,0.0,159.0,1886.0,240.0,32.0,0.11,130.0,224.0,117.0,926.0,8.97,16.0,12.48
244.0,Junagadh,Khokharda,21.42083,70.31667,8.28,3321,2225,831.0,0.0,329.0,844.0,235.0,165.0,0.46,270.0,72.0,158.0,461.0,1.05,57.0,6.96
245.0,Junagadh,Khorada1,21.06389,70.17361,7.54,1229,823,250.0,0.0,415.0,156.0,59.0,27.9,0.3,340.0,48.0,32.0,94.0,168.0,17.0,2.58
246.0,Junagadh,Khoras ahir,21.37083,70.33889,7.65,1703,1141,440.0,0.0,171.0,425.0,110.0,26.65,0.31,140.0,120.0,34.0,211.0,1.08,45.0,4.37
247.0,Junagadh,Kukaswada,21.05417,70.20833,7.85,1386,929,300.0,0.0,281.0,277.0,93.0,26.21,0.92,230.0,56.0,39.0,212.0,4.53,28.0,5.32
248.0,Junagadh,Mendarda1,21.325,70.43333,7.4,1531,1026,701.0,0.0,427.0,262.0,87.0,41.9,0.42,350.0,116.0,100.0,68.0,1.32,56.0,1.12
249.0,Junagadh,Patla,21.60833,70.56667,8.1,795,533,310.0,0.0,366.0,71.0,15.0,17.1,0.4,300.0,72.0,32.0,54.0,2.64,49.0,1.33
250.0,Junagadh,Prempara,21.3,70.7,7.94,1327,889,550.0,0.0,183.0,248.0,124.0,119.2,0.26,150.0,84.0,83.0,85.0,0.29,59.0,1.58
251.0,Junagadh,Seriakhan,21.13333,70.24861,7.91,891,597,260.0,0.0,268.0,142.0,56.0,13.71,0.62,220.0,48.0,34.0,99.0,11.0,32.0,2.67
252.0,Junagadh,Shardagram,21.10417,70.15278,7.5,7226,4841,1942.0,0.0,122.0,2538.0,289.0,13.52,0.31,100.0,216.0,340.0,925.0,3.72,30.0,9.13
253.0,Junagadh,Sil,21.18556,70.04639,8.11,351,235,170.0,0.0,183.0,21.0,7.0,8.0,0.11,150.0,60.0,5.0,7.0,7.48,14.0,0.23
254.0,Kheda,Alina,22.80833,73.05833,7.37,2838,1901,750.0,0.0,476.0,511.0,231.0,134.0,0.87,390.0,84.0,131.0,300.0,6.5,28.0,4.76
255.0,Kheda,Alindra,22.70083,72.97667,7.9,920,616,170.0,0.0,488.0,43.0,32.0,17.0,0.92,400.0,32.0,22.0,150.0,0.9,47.0,5.02
256.0,Kheda,Boriyavi,22.63556,72.90917,7.98,1080,724,280.0,0.0,488.0,99.0,26.0,24.0,0.5,400.0,52.0,36.0,135.0,19.0,36.0,3.51
257.0,Kheda,Dakor,22.7625,73.16944,7.6,2362,1583,520.0,0.0,817.0,383.0,48.0,14.0,0.89,670.0,80.0,78.0,330.0,34.0,56.0,6.29
258.0,Kheda,Kalesar,22.72083,73.19167,8.0,1295,868,300.0,0.0,671.0,64.0,54.0,11.0,1.29,550.0,32.0,54.0,188.0,6.8,41.0,4.72
259.0,Kheda,Kapadvanj,23.00417,73.09167,7.52,1820,1219,210.0,0.0,915.0,142.0,27.0,19.0,1.28,750.0,48.0,22.0,340.0,12.0,51.0,10.2
260.0,Kheda,Kheda,22.7375,72.70417,7.51,5330,3571,1660.0,0.0,390.0,1448.0,368.0,9.9,0.5,320.0,300.0,221.0,480.0,32.0,30.0,5.12
261.0,Kheda,Ladvel,22.90833,73.12083,7.64,3670,2459,930.0,0.0,366.0,937.0,50.0,4.5,0.41,300.0,188.0,112.0,370.0,18.0,29.0,5.28
262.0,Kheda,Mahudha,22.78333,72.94167,7.7,2450,1642,550.0,0.0,817.0,391.0,140.0,3.1,0.71,670.0,60.0,97.0,320.0,43.0,34.0,5.93
263.0,Kheda,Muliyad,22.78306,73.17667,7.68,6728,4508,1400.0,0.0,415.0,1732.0,440.0,0.0,0.54,340.0,284.0,168.0,830.0,75.0,28.0,9.64
264.0,Kheda,Shekhupura,22.575,72.625,8.76,3315,2221,340.0,180.0,598.0,440.0,269.0,0.0,0.26,790.0,28.0,66.0,470.0,275.0,41.0,11.08
265.0,Kheda,Vanthwadi,22.81927,72.82313,7.63,1164,780,250.0,0.0,525.0,128.0,28.0,16.0,0.38,430.0,80.0,12.0,166.0,18.0,36.0,4.56
266.0,Kheda,Viroja,22.54974,72.59091,7.74,1220,817,350.0,0.0,403.0,178.0,70.0,0.0,0.6,330.0,80.0,36.0,146.0,10.0,34.0,3.39
267.0,Kutchch,Desalpur,23.7502,70.68102,7.42,768,515,180.0,0.0,183.0,113.0,70.0,3.2,0.15,150.0,40.0,19.0,95.0,10.0,21.0,3.08
268.0,Kutchch,Ratanpar Khadir,23.8621,70.3623,7.73,4419,2961,701.0,0.0,403.0,1064.0,310.0,13.0,0.78,330.0,96.0,112.0,712.0,17.0,21.0,11.7
269.0,Kutchch,Rapar,23.56689,70.65177,7.6,2942,1971,400.0,0.0,281.0,567.0,538.0,33.0,0.93,230.0,132.0,17.0,552.0,26.0,29.0,12.0
270.0,Kutchch,Kuda,23.53444,70.44038,7.35,1464,981,410.0,0.0,610.0,142.0,25.0,0.31,1.04,500.0,104.0,36.0,125.0,18.0,44.0,2.68
271.0,Kutchch,Kharoi,23.46007,70.35659,7.62,1304,874,400.0,0.0,281.0,241.0,77.0,1.5,0.33,230.0,68.0,56.0,105.0,4.2,21.0,2.28
